order,replicate,arm_id,run_id,attempt_number,sequence,trace_line,call_index,event,tool,paths,summary,attempt_resolved,hidden_passed,hidden_total,failed_probe_ids
3,1,D_no_verification,20260717T023914Z-bbe4444e,1,18,62,1,file_read,shell_command,src//reservation_fixture//api//__init__.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\api\\__init__.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T023914Z-bbe4444e\\workspace"",""timeout_ms"":10000}",1,10,10,
3,1,D_no_verification,20260717T023914Z-bbe4444e,1,19,63,1,file_read,shell_command,src//reservation_fixture//__init__.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\__init__.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T023914Z-bbe4444e\\workspace"",""timeout_ms"":10000}",1,10,10,
3,1,D_no_verification,20260717T023914Z-bbe4444e,1,20,64,1,file_read,shell_command,src//reservation_fixture//domain//errors.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\domain\\errors.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T023914Z-bbe4444e\\workspace"",""timeout_ms"":10000}",1,10,10,
3,1,D_no_verification,20260717T023914Z-bbe4444e,1,21,71,1,file_read,shell_command,README.md,"{""command"":""Get-Content -LiteralPath 'README.md'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T023914Z-bbe4444e\\workspace"",""timeout_ms"":10000}",1,10,10,
3,1,D_no_verification,20260717T023914Z-bbe4444e,1,22,78,1,test_run|edit,apply_patch,D:/code/workspace/half-experiment-runs/reservation-v4-natural/D_no_verification/20260717T023914Z-bbe4444e/workspace/src/reservation_fixture/api/cancellation.py|D:/code/workspace/half-experiment-runs/reservation-v4-natural/D_no_verification/20260717T023914Z-bbe4444e/workspace/src/reservation_fixture/events/cancellation_audit.py|D:/code/workspace/half-experiment-runs/reservation-v4-natural/D_no_verification/20260717T023914Z-bbe4444e/workspace/tests/test_cancellation_api.py,"*** Begin Patch *** Update File: D:\code\workspace\half-experiment-runs\reservation-v4-natural\D_no_verification\20260717T023914Z-bbe4444e\workspace\src\reservation_fixture\api\cancellation.py @@ from typing import Any, Callable +from re...",1,10,10,
3,1,D_no_verification,20260717T023914Z-bbe4444e,1,23,85,1,test_run,shell_command,,"{""command"":""python -m pytest"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T023914Z-bbe4444e\\workspace"",""timeout_ms"":120000}",1,10,10,
3,1,D_no_verification,20260717T023914Z-bbe4444e,1,24,92,1,edit,apply_patch,D:/code/workspace/half-experiment-runs/reservation-v4-natural/D_no_verification/20260717T023914Z-bbe4444e/workspace/src/reservation_fixture/__init__.py|D:/code/workspace/half-experiment-runs/reservation-v4-natural/D_no_verification/20260717T023914Z-bbe4444e/workspace/src/reservation_fixture/api/__init__.py,*** Begin Patch *** Update File: D:\code\workspace\half-experiment-runs\reservation-v4-natural\D_no_verification\20260717T023914Z-bbe4444e\workspace\src\reservation_fixture\api\__init__.py @@ +from reservation_fixture.api.cancellation im...,1,10,10,
3,1,D_no_verification,20260717T023914Z-bbe4444e,1,25,99,1,test_run,shell_command,,"{""command"":""python -m pytest"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\D_no_verification\\20260717T023914Z-bbe4444e\\workspace"",""timeout_ms"":120000}",1,10,10,
3,1,D_no_verification,20260717T023914Z-bbe4444e,1,26,,,evaluation,HALF private evaluator,,public 29/29; hidden 10/10,1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,1,17,1,search,shell_command,,"{""command"":""rg -n \""cancel|cancellation|Cancellation\"" src tests"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,2,27,1,file_read,shell_command,src/reservation_fixture/api/cancellation.py,"{""command"":""Get-Content -Raw src/reservation_fixture/api/cancellation.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,3,28,1,file_read,shell_command,src/reservation_fixture/api/reservation.py,"{""command"":""Get-Content -Raw src/reservation_fixture/api/reservation.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,4,29,1,file_read,shell_command,src/reservation_fixture/events/cancellation_audit.py,"{""command"":""Get-Content -Raw src/reservation_fixture/events/cancellation_audit.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10...",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,5,30,1,file_read,shell_command,src/reservation_fixture/events/audit.py,"{""command"":""Get-Content -Raw src/reservation_fixture/events/audit.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,6,31,1,file_read,shell_command,src/reservation_fixture/events/publisher.py,"{""command"":""Get-Content -Raw src/reservation_fixture/events/publisher.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,7,32,1,file_read,shell_command,src/reservation_fixture/reservation/ports.py,"{""command"":""Get-Content -Raw src/reservation_fixture/reservation/ports.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,8,41,1,file_read,shell_command,src/reservation_fixture/cancellation/service.py,"{""command"":""Get-Content -Raw src/reservation_fixture/cancellation/service.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,9,42,1,file_read,shell_command,src/reservation_fixture/domain/models.py,"{""command"":""Get-Content -Raw src/reservation_fixture/domain/models.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,10,43,1,file_read,shell_command,src/reservation_fixture/domain/errors.py,"{""command"":""Get-Content -Raw src/reservation_fixture/domain/errors.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,11,44,1,file_read,shell_command,src/reservation_fixture/repositories/memory.py,"{""command"":""Get-Content -Raw src/reservation_fixture/repositories/memory.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,12,45,1,file_read,shell_command,src/reservation_fixture/api/serializer.py,"{""command"":""Get-Content -Raw src/reservation_fixture/api/serializer.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,13,46,1,file_read,shell_command,src/reservation_fixture/api/schemas.py,"{""command"":""Get-Content -Raw src/reservation_fixture/api/schemas.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,14,55,1,file_read,shell_command,tests/test_reservation_api.py,"{""command"":""Get-Content -Raw tests/test_reservation_api.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,15,56,1,file_read,shell_command,tests/test_cancellation_service.py,"{""command"":""Get-Content -Raw tests/test_cancellation_service.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,16,57,1,file_read,shell_command,tests/test_api_schemas.py,"{""command"":""Get-Content -Raw tests/test_api_schemas.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,17,58,1,file_read,shell_command,tests/test_repositories.py,"{""command"":""Get-Content -Raw tests/test_repositories.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,18,59,1,file_read,shell_command,tests/test_service.py,"{""command"":""Get-Content -Raw tests/test_service.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,19,60,1,file_read,shell_command,src/reservation_fixture/fixtures.py,"{""command"":""Get-Content -Raw src/reservation_fixture/fixtures.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,20,69,1,file_read,shell_command,pyproject.toml,"{""command"":""Get-Content -Raw pyproject.toml"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,21,70,1,file_read,shell_command,src/reservation_fixture/reservation/service.py,"{""command"":""Get-Content -Raw src/reservation_fixture/reservation/service.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,22,71,1,file_read,shell_command,src/reservation_fixture/allocation/engine.py,"{""command"":""Get-Content -Raw src/reservation_fixture/allocation/engine.py"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":10000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,23,80,1,edit,apply_patch,D:/code/workspace/half-experiment-runs/reservation-v4-natural/E_no_unfinished_items/20260717T024812Z-f933530c/workspace/src/reservation_fixture/api/cancellation.py,"*** Begin Patch *** Update File: D:\code\workspace\half-experiment-runs\reservation-v4-natural\E_no_unfinished_items\20260717T024812Z-f933530c\workspace\src\reservation_fixture\api\cancellation.py @@ from typing import Any, Callable +fro...",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,24,86,1,edit,apply_patch,D:/code/workspace/half-experiment-runs/reservation-v4-natural/E_no_unfinished_items/20260717T024812Z-f933530c/workspace/src/reservation_fixture/events/cancellation_audit.py,*** Begin Patch *** Update File: D:\code\workspace\half-experiment-runs\reservation-v4-natural\E_no_unfinished_items\20260717T024812Z-f933530c\workspace\src\reservation_fixture\events\cancellation_audit.py @@ from reservation_fixture.dom...,1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,25,94,1,test_run|edit,apply_patch,D:/code/workspace/half-experiment-runs/reservation-v4-natural/E_no_unfinished_items/20260717T024812Z-f933530c/workspace/tests/test_cancellation_api.py,*** Begin Patch *** Add File: D:\code\workspace\half-experiment-runs\reservation-v4-natural\E_no_unfinished_items\20260717T024812Z-f933530c\workspace\tests\test_cancellation_api.py +from copy import deepcopy +from decimal import Decimal ...,1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,26,101,1,test_run,shell_command,,"{""command"":""python -m pytest"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\workspace"",""timeout_ms"":120000}",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,27,107,1,search,shell_command,,"{""command"":""rg -n \""successor|NotImplementedError|cancel_reservation|record_cancellation_audit\"" src tests"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T024812Z-f933530c\\w...",1,10,10,
4,1,E_no_unfinished_items,20260717T024812Z-f933530c,1,28,,,evaluation,HALF private evaluator,,public 29/29; hidden 10/10,1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,1,17,1,search,shell_command,,"{""command"":""rg --files src tests"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_ms"":10000}",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,2,18,1,file_read,shell_command,src//reservation_fixture//api//cancellation.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\api\\cancellation.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_ms...",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,3,19,1,file_read,shell_command,src//reservation_fixture//api//schemas.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\api\\schemas.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_ms"":10000}",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,4,20,1,file_read,shell_command,src//reservation_fixture//cancellation//service.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\cancellation\\service.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeou...",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,5,29,1,file_read,shell_command,src//reservation_fixture//api//reservation.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\api\\reservation.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_ms""...",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,6,30,1,file_read,shell_command,src//reservation_fixture//api//serializer.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\api\\serializer.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_ms"":...",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,7,31,1,file_read,shell_command,src//reservation_fixture//events//cancellation_audit.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\events\\cancellation_audit.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""t...",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,8,32,1,file_read,shell_command,src//reservation_fixture//reservation//ports.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\reservation\\ports.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_m...",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,9,33,1,file_read,shell_command,src//reservation_fixture//events//audit.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\events\\audit.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_ms"":10...",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,10,34,1,file_read,shell_command,tests//test_reservation_api.py,"{""command"":""Get-Content -LiteralPath 'tests\\test_reservation_api.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_ms"":10000}",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,11,45,1,file_read,shell_command,src//reservation_fixture//events//publisher.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\events\\publisher.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_ms...",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,12,46,1,file_read,shell_command,tests//test_cancellation_service.py,"{""command"":""Get-Content -LiteralPath 'tests\\test_cancellation_service.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_ms"":10000}",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,13,47,1,file_read,shell_command,tests//test_repositories.py,"{""command"":""Get-Content -LiteralPath 'tests\\test_repositories.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_ms"":10000}",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,14,48,1,file_read,shell_command,tests//test_api_schemas.py,"{""command"":""Get-Content -LiteralPath 'tests\\test_api_schemas.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_ms"":10000}",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,15,49,1,file_read,shell_command,src//reservation_fixture//repositories//memory.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\repositories\\memory.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout...",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,16,50,1,file_read,shell_command,src//reservation_fixture//domain//models.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\domain\\models.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_ms"":1...",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,17,61,1,search,shell_command,README.md|pyproject.toml,"{""command"":""rg -n \""cancel|cancellation|reserve_order|reservation\\.\"" src tests README.md pyproject.toml"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\wo...",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,18,62,1,file_read,shell_command,src//reservation_fixture//api//__init__.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\api\\__init__.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_ms"":10...",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,19,63,1,file_read,shell_command,src//reservation_fixture//cancellation//__init__.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\cancellation\\__init__.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeo...",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,20,64,1,file_read,shell_command,src//reservation_fixture//__init__.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\__init__.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_ms"":10000}",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,21,65,1,file_read,shell_command,pyproject.toml,"{""command"":""Get-Content -LiteralPath 'pyproject.toml'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_ms"":10000}",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,22,77,1,test_run|edit,apply_patch,D:/code/workspace/half-experiment-runs/reservation-v4-natural/E_no_unfinished_items/20260717T031748Z-2fda682a/workspace/src/reservation_fixture/__init__.py|D:/code/workspace/half-experiment-runs/reservation-v4-natural/E_no_unfinished_items/20260717T031748Z-2fda682a/workspace/src/reservation_fixture/api/__init__.py|D:/code/workspace/half-experiment-runs/reservation-v4-natural/E_no_unfinished_items/20260717T031748Z-2fda682a/workspace/src/reservation_fixture/api/cancellation.py|D:/code/workspace/half-experiment-runs/reservation-v4-natural/E_no_unfinished_items/20260717T031748Z-2fda682a/workspace/src/reservation_fixture/events/cancellation_audit.py|D:/code/workspace/half-experiment-runs/reservation-v4-natural/E_no_unfinished_items/20260717T031748Z-2fda682a/workspace/tests/test_cancellation_api.py,"*** Begin Patch *** Update File: D:\code\workspace\half-experiment-runs\reservation-v4-natural\E_no_unfinished_items\20260717T031748Z-2fda682a\workspace\src\reservation_fixture\api\cancellation.py @@ from typing import Any, Callable +fro...",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,23,84,1,test_run,shell_command,,"{""command"":""python -m pytest"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""timeout_ms"":120000}",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,24,90,1,search,shell_command,,"{""command"":""rg -n \""NotImplemented|successor task|intentionally left incomplete\"" src tests"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspace"",""time...",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,25,91,1,search,shell_command,,"{""command"":""rg -n \""cancel_reservation|record_cancellation_audit|reservation\\.cancelled\"" src tests"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\E_no_unfinished_items\\20260717T031748Z-2fda682a\\workspa...",1,10,10,
5,2,E_no_unfinished_items,20260717T031748Z-2fda682a,1,26,,,evaluation,HALF private evaluator,,public 29/29; hidden 10/10,1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,1,17,1,file_read,shell_command,src//reservation_fixture//api//cancellation.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\api\\cancellation.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,2,18,1,file_read,shell_command,src//reservation_fixture//events//cancellation_audit.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\events\\cancellation_audit.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,3,19,1,file_read,shell_command,src//reservation_fixture//api//schemas.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\api\\schemas.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,4,20,1,file_read,shell_command,src//reservation_fixture//cancellation//service.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\cancellation\\service.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,5,28,1,file_read,shell_command,src//reservation_fixture//api//reservation.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\api\\reservation.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,6,29,1,file_read,shell_command,src//reservation_fixture//reservation//ports.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\reservation\\ports.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,7,30,1,file_read,shell_command,src//reservation_fixture//repositories//memory.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\repositories\\memory.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,8,31,1,file_read,shell_command,src//reservation_fixture//domain//models.py,"{""command"":""Get-Content -LiteralPath 'src\\reservation_fixture\\domain\\models.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
6,2,A_full,20260717T032247Z-8c93255d,1,9,32,1,file_read,shell_command,tests//test_cancellation_service.py,"{""command"":""Get-Content -LiteralPath 'tests\\test_cancellation_service.py'"",""workdir"":""D:\\code\\workspace\\half-experiment-runs\\reservation-v4-natural\\A_full\\20260717T032247Z-8c93255d\\workspace"",""timeout_ms"":10000}",1,10,10,
